hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 5587.24, 5824.43, 5536.43, 0, 216.59, 225.789, 214.617, 11.2991
0, 0.00000, 5637.41, 5875.56, 5586.18, 0, 216.237, 225.375, 214.268, 11.2898
0, 0.00000, 5688.69, 5927.79, 5637.03, 0, 215.877, 224.954, 213.913, 11.2803
0, 0.00000, 5740.7, 5980.75, 5688.62, 0, 215.513, 224.529, 213.555, 11.2708
0, 0.00000, 5793.8, 6034.8, 5741.29, 0, 215.144, 224.097, 213.19, 11.2611
0, 0.00000, 5847.8, 6089.75, 5794.86, 0, 214.769, 223.659, 212.821, 11.2513
0, 0.00000, 5902.87, 6145.76, 5849.49, 0, 214.389, 223.214, 212.446, 11.2414
0, 0.00000, 5958.83, 6202.65, 5905.02, 0, 214.004, 222.764, 212.068, 11.2314
0, 0.00000, 6016.01, 6260.76, 5961.76, 0, 213.612, 222.307, 211.682, 11.2212
0, 0.00000, 6074.24, 6319.91, 6019.55, 0, 213.216, 221.843, 211.292, 11.211
0, 0.00000, 6133.5, 6380.09, 6078.38, 0, 212.814, 221.373, 210.897, 11.2006
0, 0.00000, 6193.96, 6441.46, 6138.4, 0, 212.406, 220.896, 210.496, 11.1901
0, 0.00000, 6314.66, 8571.79, 6026.75, 0, 214.008, 194.487, 204.249, 30.2171
0, 0.00000, 6376.95, 8642.27, 6086.58, 0, 213.521, 193.733, 203.796, 30.4321
0, 0.00000, 6440.48, 8713.92, 6147.75, 0, 213.048, 192.985, 203.362, 30.6092
0, 0.00000, 8532.37, 8467, 6259.98, 0, 186.675, 185.225, 204.576, 33.9195
0, 0.00000, 8604.76, 8536.22, 6322.71, 0, 185.934, 184.45, 204.054, 34.1043
0, 0.00000, 8678.4, 8606.49, 6386.78, 0, 185.192, 183.654, 203.556, 34.2942
0, 0.00000, 8753.05, 8677.68, 6451.84, 0, 184.438, 182.847, 203.043, 34.4854
0, 0.00000, 8531.48, 8802.37, 8520.44, 0, 177.476, 183.132, 177.251, 10.1298
0, 0.00000, 8604.27, 8874.92, 8594.57, 0, 176.693, 182.249, 176.489, 10.0697
0, 0.00000, 8677.78, 8948.61, 8669.89, 0, 175.887, 181.374, 175.722, 10.05
0, 0.00000, 8752.6, 9023.58, 8746.61, 0, 175.067, 180.485, 174.942, 10.0303
0, 0.00000, 8828.53, 9099.64, 8824.54, 0, 174.235, 179.584, 174.151, 10.0101
0, 0.00000, 8905.68, 9176.91, 8903.79, 0, 173.391, 178.67, 173.349, 9.98956
0, 0.00000, 8984.02, 9255.34, 8984.33, 0, 172.534, 177.743, 172.535, 9.96863
0, 0.00000, 9063.67, 9335.07, 9066.29, 0, 171.664, 176.802, 171.708, 9.94728
0, 0.00000, 9144.57, 9416.02, 9149.63, 0, 170.781, 175.849, 170.87, 9.92552
0, 0.00000, 9226.69, 9498.18, 9234.29, 0, 169.886, 174.882, 170.02, 9.90339
0, 0.00000, 9310.28, 9581.78, 9320.57, 0, 168.976, 173.901, 169.157, 9.88079
0, 0.00000, 9395.14, 9666.64, 9408.25, 0, 168.053, 172.907, 168.282, 9.85781
0, 0.00000, 9481.37, 9752.84, 9497.44, 0, 167.117, 171.899, 167.394, 9.83441
0, 0.00000, 9569.07, 9840.5, 9588.25, 0, 166.166, 170.877, 166.494, 9.81058
0, 0.00000, 9658.19, 9929.54, 9680.63, 0, 165.202, 169.841, 165.58, 9.78633
0, 0.00000, 9748.95, 10020.2, 9774.83, 0, 164.222, 168.789, 164.653, 9.76162
0, 0.00000, 9841.01, 10112.2, 9870.49, 0, 163.23, 167.726, 163.714, 9.73655
0, 0.00000, 9934.74, 10205.8, 9968.02, 0, 162.223, 166.646, 162.761, 9.71103
0, 0.00000, 10029.9, 10300.8, 10067.2, 0, 161.203, 165.554, 161.796, 9.68513
0, 0.00000, 10126.8, 10397.6, 10168.3, 0, 160.167, 164.446, 160.817, 9.6588
0, 0.00000, 10225.2, 10495.7, 10271, 0, 159.119, 163.327, 159.827, 9.63213
0, 0.00000, 10325.4, 10595.7, 10375.9, 0, 158.055, 162.191, 158.822, 9.60504
0, 0.00000, 10427.2, 10697.3, 10482.5, 0, 156.978, 161.042, 157.806, 9.5776
0, 0.00000, 10530.8, 10800.8, 10591.3, 0, 155.886, 159.879, 156.776, 9.54979
0, 0.00000, 10636.1, 10905.8, 10701.9, 0, 154.782, 158.704, 155.735, 9.5217
0, 0.00000, 10743.1, 11012.6, 10814.6, 0, 153.642, 157.495, 154.664, 9.49435
0, 0.00000, 10852.1, 11121.3, 10929.5, 0, 152.51, 156.293, 153.598, 9.46559
0, 0.00000, 10963, 11231.9, 11046.7, 0, 151.364, 155.077, 152.52, 9.43654
0, 0.00000, 11075.9, 11344.9, 11166, 0, 150.207, 153.855, 151.429, 9.40239
0, 0.00000, 11190.8, 11459.9, 11287.7, 0, 149.038, 152.622, 150.328, 9.36795
0, 0.00000, 11307.6, 11576.9, 11411.6, 0, 147.857, 151.378, 149.217, 9.33407
0, 0.00000, 11426.4, 11695.8, 11538, 0, 146.667, 150.125, 148.1, 9.30166
0, 0.00000, 11547.3, 11817, 11666.9, 0, 145.465, 148.862, 146.972, 9.26853
0, 0.00000, 11670.3, 11940.4, 11798.3, 0, 144.255, 147.593, 145.837, 9.23385
0, 0.00000, 11795.6, 12066, 11932.3, 0, 143.037, 146.316, 144.695, 9.19865
0, 0.00000, 11923.2, 12194, 12069, 0, 141.814, 145.035, 143.547, 9.16348
0, 0.00000, 12057.3, 12335, 12206.9, 0, 140.636, 143.875, 142.382, 9.03279
0, 0.00000, 12197.3, 12482.2, 12353, 0, 139.493, 142.749, 141.274, 8.93738
0, 0.00000, 12349.9, 12632.9, 12510.3, 0, 138.454, 141.628, 140.261, 8.82786
0, 0.00000, 12506.5, 12786.3, 12671.1, 0, 137.43, 140.508, 139.248, 8.69993
0, 0.00000, 12666.4, 12942.9, 12835.6, 0, 136.408, 139.389, 138.239, 8.57083
0, 0.00000, 12829.3, 13102.5, 13003.4, 0, 135.39, 138.276, 137.237, 8.44256
0, 0.00000, 12995.7, 13265.3, 13175.1, 0, 134.377, 137.169, 136.242, 8.31512
0, 0.00000, 13165.4, 13431.4, 13350.6, 0, 133.374, 136.072, 135.259, 8.18874
0, 0.00000, 13338.5, 13600.8, 13529.9, 0, 132.383, 134.99, 134.292, 8.06362
0, 0.00000, 13515.1, 13773.6, 13713.1, 0, 131.408, 133.924, 133.343, 7.93993
0, 0.00000, 13695.9, 13950.8, 13900.5, 0, 130.457, 132.889, 132.417, 7.81795
0, 0.00000, 13882.9, 14135.5, 14092.1, 0, 129.549, 131.912, 131.519, 7.69764
0, 0.00000, 14078.8, 14326.5, 14294.7, 0, 128.727, 130.994, 130.704, 7.56185
0, 0.00000, 14280.1, 14522.5, 14504.5, 0, 127.948, 130.121, 129.961, 7.44392
0, 0.00000, 14485.8, 14722.6, 14719.4, 0, 127.21, 129.291, 129.264, 7.32829
0, 0.00000, 14695.9, 14927, 14939.4, 0, 126.52, 128.512, 128.619, 7.21535
0, 0.00000, 14909.1, 15132.1, 15163.2, 0, 125.877, 127.761, 128.023, 7.09989
0, 0.00000, 15116.6, 15327.8, 15385.7, 0, 125.209, 126.961, 127.44, 7.03001
0, 0.00000, 15323, 15526.6, 15608.4, 0, 124.571, 126.228, 126.892, 6.98299
0, 0.00000, 15533.1, 15729, 15836.1, 0, 124.01, 125.575, 126.43, 6.94528
0, 0.00000, 15746.9, 15934.7, 16068.9, 0, 123.535, 125.009, 126.062, 6.91731
0, 0.00000, 15964.2, 16143.5, 16306.9, 0, 123.155, 124.54, 125.8, 6.90272
0, 0.00000, 16185.2, 16356.9, 16549.7, 0, 122.884, 124.189, 125.653, 6.89373
0, 0.00000, 16409.8, 16573.3, 16798.4, 0, 122.728, 123.952, 125.636, 6.89994
0, 0.00000, 16637.8, 16793.2, 17052.3, 0, 122.701, 123.848, 125.759, 6.91752
0, 0.00000, 16866, 17014.6, 17310.2, 0, 122.79, 123.881, 126.034, 6.96022
0, 0.00000, 17090.8, 17235, 17565.9, 0, 122.979, 124.017, 126.398, 6.99177
0, 0.00000, 17313.4, 17459.5, 17823.2, 0, 123.297, 124.341, 126.935, 7.06097
0, 0.00000, 17539.2, 17687.8, 18086, 0, 123.785, 124.838, 127.652, 7.14308
0, 0.00000, 17767.2, 17919.2, 18353.3, 0, 124.455, 125.525, 128.569, 7.24055
0, 0.00000, 17997.5, 18153.9, 18625.4, 0, 125.327, 126.416, 129.699, 7.35187
0, 0.00000, 18230, 18391.8, 18902.2, 0, 126.398, 127.519, 131.058, 7.48461
0, 0.00000, 18463.7, 18632.1, 19183, 0, 127.677, 128.84, 132.649, 7.63717
0, 0.00000, 18695.8, 18871.9, 19464.4, 0, 129.153, 130.368, 134.461, 7.80929
0, 0.00000, 18935.6, 19121.1, 19757.9, 0, 130.899, 132.18, 136.582, 8.01067
0, 0.00000, 19173.9, 19370.4, 20052.9, 0, 132.863, 134.222, 138.952, 8.23713
0, 0.00000, 19411.9, 19621.1, 20351, 0, 135.057, 136.508, 141.588, 8.49251
0, 0.00000, 19649.4, 19873.1, 20652.2, 0, 137.483, 139.044, 144.497, 8.77997
0, 0.00000, 19887.1, 20127.4, 20957.7, 0, 140.155, 141.843, 147.698, 9.10489
0, 0.00000, 20123.2, 20382.3, 21266, 0, 143.059, 144.895, 151.181, 9.47054
0, 0.00000, 20357.8, 20638.2, 21577.5, 0, 146.202, 148.207, 154.958, 9.88373
0, 0.00000, 5401.59, 5634.74, 5350.98, 0, 218.821, 228.277, 216.786, 11.4127
0, 0.00000, 5448.65, 5682.78, 5397.7, 0, 218.48, 227.873, 216.434, 11.3679
0, 0.00000, 5496.53, 5731.61, 5445.13, 0, 218.156, 227.491, 216.113, 11.3599
0, 0.00000, 5545.16, 5781.19, 5493.31, 0, 217.829, 227.105, 215.789, 11.3517
0, 0.00000, 5594.88, 5831.87, 5542.57, 0, 217.495, 226.711, 215.458, 11.3433
0, 0.00000, 5645.35, 5883.28, 5592.58, 0, 217.158, 226.314, 215.124, 11.3348
0, 0.00000, 5696.73, 5935.6, 5643.49, 0, 216.816, 225.912, 214.786, 11.3262
0, 0.00000, 5749.01, 5988.83, 5695.3, 0, 216.47, 225.504, 214.444, 11.3176
0, 0.00000, 5802.36, 6043.11, 5748.17, 0, 216.119, 225.09, 214.097, 11.3089
0, 0.00000, 5856.6, 6098.29, 5801.94, 0, 215.763, 224.671, 213.745, 11.3001
0, 0.00000, 5911.9, 6154.51, 5856.75, 0, 215.402, 224.246, 213.389, 11.2912
0, 0.00000, 5968.24, 6211.77, 5912.61, 0, 215.037, 223.815, 213.028, 11.2822
0, 0.00000, 6025.63, 6270.07, 5969.5, 0, 214.666, 223.379, 212.663, 11.2731
0, 0.00000, 6084.04, 6329.4, 6027.43, 0, 214.291, 222.937, 212.293, 11.264
0, 0.00000, 6143.66, 6389.91, 6086.55, 0, 213.911, 222.489, 211.918, 11.2547
0, 0.00000, 6204.46, 6451.6, 6146.85, 0, 213.525, 222.034, 211.538, 11.2454
0, 0.00000, 6327.51, 8594.2, 6033.86, 0, 215.228, 195.71, 205.238, 30.4274
0, 0.00000, 6390.17, 8665.17, 6093.89, 0, 214.764, 194.973, 204.804, 30.6718
0, 0.00000, 6454.05, 8737.32, 6155.24, 0, 214.317, 194.247, 204.392, 30.8538
0, 0.00000, 8559.4, 8487.53, 6269.72, 0, 188.007, 186.407, 205.702, 34.1152
0, 0.00000, 8632.61, 8557.37, 6332.82, 0, 187.287, 185.652, 205.202, 34.3063
0, 0.00000, 8706.9, 8628.07, 6397.09, 0, 186.57, 184.878, 204.728, 34.5015
0, 0.00000, 8782.26, 8699.82, 6462.45, 0, 185.837, 184.09, 204.276, 34.6908
0, 0.00000, 8558.21, 8827.59, 8543.8, 0, 178.801, 184.442, 178.511, 10.1911
0, 0.00000, 8631.48, 8900.81, 8618.54, 0, 178.047, 183.601, 177.775, 10.1511
0, 0.00000, 8705.87, 8975.33, 8694.67, 0, 177.264, 182.749, 177.031, 10.1334
0, 0.00000, 8781.42, 9050.97, 8772.04, 0, 176.47, 181.885, 176.276, 10.1155
0, 0.00000, 8858.08, 9127.71, 8850.63, 0, 175.664, 181.01, 175.511, 10.0972
0, 0.00000, 8935.98, 9205.67, 8930.55, 0, 174.847, 180.122, 174.736, 10.0786
0, 0.00000, 9015.24, 9284.96, 9011.93, 0, 174.017, 179.221, 173.948, 10.0597
0, 0.00000, 9095.66, 9365.39, 9094.59, 0, 173.176, 178.31, 173.15, 10.0404
0, 0.00000, 9177.36, 9447.08, 9178.64, 0, 172.323, 177.385, 172.341, 10.0208
0, 0.00000, 9260.6, 9530.29, 9264.35, 0, 171.455, 176.446, 171.519, 10.0008
0, 0.00000, 9345.03, 9614.67, 9351.38, 0, 170.577, 175.496, 170.687, 9.98052
0, 0.00000, 9430.91, 9700.47, 9440, 0, 169.685, 174.533, 169.843, 9.95987
0, 0.00000, 9518.2, 9787.66, 9530.16, 0, 168.781, 173.557, 168.987, 9.93889
0, 0.00000, 9606.84, 9876.18, 9621.82, 0, 167.865, 172.569, 168.121, 9.91759
0, 0.00000, 9697.09, 9966.27, 9715.24, 0, 166.935, 171.566, 167.242, 9.89592
0, 0.00000, 9788.88, 10057.9, 9810.37, 0, 165.991, 170.55, 166.35, 9.87392
0, 0.00000, 9882.17, 10151, 9907.17, 0, 165.036, 169.522, 165.447, 9.85161
0, 0.00000, 9977.04, 10245.6, 10005.7, 0, 164.067, 168.481, 164.533, 9.82898
0, 0.00000, 10073.6, 10341.9, 10106.2, 0, 163.084, 167.426, 163.606, 9.80603
0, 0.00000, 10171.7, 10439.8, 10208.4, 0, 162.089, 166.358, 162.668, 9.7828
0, 0.00000, 10271.5, 10539.3, 10312.4, 0, 161.082, 165.279, 161.719, 9.75932
0, 0.00000, 10373.1, 10640.6, 10418.6, 0, 160.06, 164.185, 160.757, 9.73552
0, 0.00000, 10476.3, 10743.4, 10526.6, 0, 159.028, 163.08, 159.785, 9.71154
0, 0.00000, 10581.4, 10848.2, 10636.7, 0, 157.982, 161.962, 158.801, 9.6873
0, 0.00000, 10688.2, 10954.7, 10748.8, 0, 156.901, 160.812, 157.79, 9.66413
0, 0.00000, 10796.9, 11063, 10863, 0, 155.831, 159.671, 156.786, 9.63949
0, 0.00000, 10907.7, 11173.4, 10979.7, 0, 154.748, 158.517, 155.769, 9.61468
0, 0.00000, 11020.3, 11285.6, 11098.4, 0, 153.654, 157.353, 154.743, 9.58936
0, 0.00000, 11134.9, 11400.2, 11219.3, 0, 152.552, 156.185, 153.708, 9.55933
0, 0.00000, 11251.7, 11516.9, 11342.8, 0, 151.437, 155.006, 152.663, 9.52919
0, 0.00000, 11370.5, 11635.6, 11468.5, 0, 150.314, 153.82, 151.611, 9.49999
0, 0.00000, 11491.4, 11756.6, 11597, 0, 149.181, 152.624, 150.553, 9.47225
0, 0.00000, 11614.4, 11879.7, 11727.9, 0, 148.041, 151.423, 149.488, 9.44346
0, 0.00000, 11739.6, 12005.1, 11861.3, 0, 146.895, 150.217, 148.418, 9.41381
0, 0.00000, 11867.2, 12132.8, 11997.5, 0, 145.742, 149.004, 147.343, 9.3837
0, 0.00000, 11999.2, 12267.8, 12136, 0, 144.611, 147.849, 146.26, 9.31712
0, 0.00000, 12136.4, 12414.2, 12277.7, 0, 143.509, 146.794, 145.183, 9.18911
0, 0.00000, 12284.6, 12564.6, 12431.4, 0, 142.509, 145.749, 144.216, 9.1001
0, 0.00000, 12441.1, 12717.7, 12591.4, 0, 141.562, 144.71, 143.274, 8.96886
0, 0.00000, 12601.1, 12874.1, 12755.4, 0, 140.622, 143.67, 142.346, 8.84226
0, 0.00000, 12764.4, 13033.7, 12923.1, 0, 139.684, 142.636, 141.431, 8.73083
0, 0.00000, 12931, 13196.4, 13094.3, 0, 138.757, 141.61, 140.521, 8.6058
0, 0.00000, 13101.1, 13362.5, 13269.5, 0, 137.84, 140.595, 139.622, 8.48173
0, 0.00000, 13274.8, 13532.1, 13448.7, 0, 136.934, 139.593, 138.738, 8.35874
0, 0.00000, 13452, 13705.1, 13631.8, 0, 136.045, 138.608, 137.873, 8.23712
0, 0.00000, 13632.9, 13881.5, 13819, 0, 135.176, 137.645, 137.032, 8.11703
0, 0.00000, 13820.1, 14065.7, 14010.7, 0, 134.348, 136.74, 136.218, 7.99924
0, 0.00000, 14014.4, 14255.6, 14209.5, 0, 133.587, 135.888, 135.449, 7.86439
0, 0.00000, 14216.7, 14451.9, 14419.4, 0, 132.893, 135.093, 134.79, 7.74839
0, 0.00000, 14423.7, 14652.7, 14634.6, 0, 132.24, 134.341, 134.176, 7.63424
0, 0.00000, 14635.3, 14857.9, 14855.1, 0, 131.632, 133.636, 133.612, 7.52254
0, 0.00000, 14851.3, 15067.3, 15080.9, 0, 131.077, 132.984, 133.105, 7.41364
0, 0.00000, 15063.5, 15266.7, 15306.6, 0, 130.505, 132.268, 132.614, 7.3322
0, 0.00000, 15272.9, 15467, 15531.1, 0, 129.94, 131.593, 132.138, 7.28439
0, 0.00000, 15485.6, 15671.2, 15760.1, 0, 129.44, 130.993, 131.736, 7.24782
0, 0.00000, 15702.3, 15879.2, 15994.5, 0, 129.021, 130.476, 131.424, 7.22078
0, 0.00000, 15922.7, 16090.4, 16234.3, 0, 128.691, 130.048, 131.211, 7.20635
0, 0.00000, 16147.2, 16305.5, 16479.8, 0, 128.459, 129.721, 131.107, 7.20321
0, 0.00000, 16375.6, 16525.4, 16730.4, 0, 128.338, 129.514, 131.121, 7.2062
0, 0.00000, 16607.9, 16748.6, 16987.2, 0, 128.336, 129.424, 131.268, 7.22514
0, 0.00000, 16842.6, 16974.3, 17249.3, 0, 128.452, 129.458, 131.555, 7.25582
0, 0.00000, 17073.2, 17198.8, 17510.4, 0, 128.649, 129.596, 131.944, 7.29846
0, 0.00000, 17302.7, 17427.1, 17772.6, 0, 128.965, 129.893, 132.467, 7.3624
0, 0.00000, 17533.8, 17659.4, 18039.2, 0, 129.433, 130.365, 133.174, 7.44621
0, 0.00000, 17768.2, 17895.7, 18311.5, 0, 130.07, 131.009, 134.057, 7.54212
0, 0.00000, 18005.1, 18135.4, 18588.7, 0, 130.887, 131.84, 135.139, 7.65392
0, 0.00000, 18245.1, 18379.2, 18871.9, 0, 131.907, 132.876, 136.437, 7.77992
0, 0.00000, 18487.4, 18626.5, 19160, 0, 133.123, 134.124, 137.964, 7.9286
0, 0.00000, 18732, 18877.2, 19453.3, 0, 134.55, 135.592, 139.729, 8.09844
0, 0.00000, 18972.4, 19125, 19744.4, 0, 136.152, 137.246, 141.69, 8.28656
0, 0.00000, 19224.1, 19386, 20052.2, 0, 138.046, 139.207, 143.991, 8.50806
0, 0.00000, 19473.5, 19646.5, 20360.7, 0, 140.147, 141.389, 146.53, 8.75514
0, 0.00000, 19722.2, 19908, 20671.9, 0, 142.468, 143.806, 149.326, 9.03181
0, 0.00000, 19971.5, 20172.4, 20988, 0, 145.029, 146.482, 152.407, 9.34373
0, 0.00000, 20220.7, 20439, 21308.4, 0, 147.827, 149.416, 155.776, 9.69498
0, 0.00000, 20468.6, 20707, 21632.2, 0, 150.857, 152.605, 159.43, 10.0901
0, 0.00000, 20715.1, 20976.6, 21960.1, 0, 154.111, 156.056, 163.371, 10.5385
0, 0.00000, 5408.15, 5641.13, 5356.17, 0, 219.671, 229.145, 217.576, 11.4576
0, 0.00000, 5455.23, 5689.18, 5402.9, 0, 219.346, 228.757, 217.238, 11.4099
0, 0.00000, 5503.47, 5738.37, 5450.65, 0, 219.036, 228.389, 216.93, 11.4027
0, 0.00000, 5552.28, 5788.12, 5498.97, 0, 218.725, 228.019, 216.621, 11.3952
0, 0.00000, 5602.17, 5838.95, 5548.36, 0, 218.408, 227.643, 216.306, 11.3877
0, 0.00000, 5652.79, 5890.51, 5598.47, 0, 218.088, 227.264, 215.989, 11.3801
0, 0.00000, 5704.48, 5943.13, 5649.65, 0, 217.763, 226.878, 215.667, 11.3724
0, 0.00000, 5757.06, 5996.64, 5701.71, 0, 217.435, 226.488, 215.341, 11.3647
0, 0.00000, 5810.53, 6051.03, 5754.66, 0, 217.103, 226.093, 215.012, 11.357
0, 0.00000, 5865.04, 6106.47, 5808.65, 0, 216.766, 225.693, 214.678, 11.3491
0, 0.00000, 5920.44, 6162.78, 5863.51, 0, 216.426, 225.289, 214.341, 11.3413
0, 0.00000, 5977.04, 6220.28, 5919.57, 0, 216.081, 224.878, 213.999, 11.3333
0, 0.00000, 6034.67, 6278.81, 5976.66, 0, 215.731, 224.463, 213.653, 11.3254
0, 0.00000, 6093.49, 6338.53, 6034.94, 0, 215.377, 224.042, 213.303, 11.3173
0, 0.00000, 6153.33, 6399.26, 6094.23, 0, 215.019, 223.616, 212.949, 11.3092
0, 0.00000, 6214.35, 6461.15, 6154.7, 0, 214.656, 223.185, 212.591, 11.3011
0, 0.00000, 6339.83, 8615.93, 6040.43, 0, 216.461, 196.94, 206.237, 30.6981
0, 0.00000, 6402.93, 8687.67, 6100.69, 0, 216.022, 196.232, 205.822, 30.9118
0, 0.00000, 6467.03, 8760.2, 6162.23, 0, 215.628, 195.53, 205.461, 31.0915
0, 0.00000, 8586.32, 8507.52, 6278.92, 0, 189.363, 187.615, 206.854, 34.3759
0, 0.00000, 8659.98, 8577.99, 6342.31, 0, 188.664, 186.874, 206.365, 34.507
0, 0.00000, 8734.88, 8649.16, 6406.8, 0, 187.968, 186.121, 205.95, 34.6992
0, 0.00000, 8811.28, 8721.59, 6472.62, 0, 187.263, 185.355, 205.463, 34.9099
0, 0.00000, 8584.23, 8852.57, 8566.79, 0, 180.156, 185.809, 179.799, 10.2924
0, 0.00000, 8658.54, 8926.55, 8642.29, 0, 179.422, 184.974, 179.08, 10.234
0, 0.00000, 8733.58, 9001.65, 8718.99, 0, 178.665, 184.148, 178.361, 10.2179
0, 0.00000, 8809.77, 9077.89, 8796.94, 0, 177.898, 183.31, 177.633, 10.2019
0, 0.00000, 8887.26, 9155.4, 8876.27, 0, 177.119, 182.461, 176.894, 10.1855
0, 0.00000, 8966, 9234.14, 8956.95, 0, 176.328, 181.6, 176.145, 10.1689
0, 0.00000, 9045.96, 9314.08, 9038.96, 0, 175.527, 180.728, 175.386, 10.152
0, 0.00000, 9127.25, 9395.33, 9122.41, 0, 174.715, 179.844, 174.617, 10.1348
0, 0.00000, 9209.86, 9477.85, 9207.28, 0, 173.891, 178.949, 173.837, 10.1174
0, 0.00000, 9293.87, 9561.77, 9293.68, 0, 173.056, 178.042, 173.046, 10.0997
0, 0.00000, 9379.26, 9647.04, 9381.58, 0, 172.209, 177.123, 172.245, 10.0817
0, 0.00000, 9466.14, 9733.76, 9471.1, 0, 171.349, 176.191, 171.433, 10.0635
0, 0.00000, 9554.46, 9821.9, 9562.2, 0, 170.478, 175.248, 170.611, 10.045
0, 0.00000, 9644.17, 9911.41, 9654.84, 0, 169.596, 174.293, 169.778, 10.0262
0, 0.00000, 9735.54, 10002.5, 9749.29, 0, 168.702, 173.326, 168.934, 10.0072
0, 0.00000, 9828.35, 10095.1, 9845.35, 0, 167.796, 172.347, 168.08, 9.98797
0, 0.00000, 9922.87, 10189.3, 9943.28, 0, 166.877, 171.355, 167.214, 9.96848
0, 0.00000, 10018.9, 10285, 10042.9, 0, 165.947, 170.352, 166.339, 9.94881
0, 0.00000, 10116.7, 10382.4, 10144.4, 0, 165.005, 169.337, 165.452, 9.92891
0, 0.00000, 10216.1, 10481.5, 10247.9, 0, 164.051, 168.31, 164.555, 9.90883
0, 0.00000, 10317.3, 10582.4, 10353.3, 0, 163.085, 167.271, 163.648, 9.88857
0, 0.00000, 10420.3, 10684.9, 10460.7, 0, 162.108, 166.221, 162.73, 9.86819
0, 0.00000, 10524.9, 10789.1, 10570, 0, 161.121, 165.161, 161.804, 9.84771
0, 0.00000, 10631.4, 10895.1, 10681.4, 0, 160.099, 164.07, 160.851, 9.82858
0, 0.00000, 10739.8, 11003, 10794.9, 0, 159.089, 162.988, 159.906, 9.80787
0, 0.00000, 10850.3, 11113, 10910.8, 0, 158.068, 161.894, 158.95, 9.78713
0, 0.00000, 10962.6, 11224.8, 11028.9, 0, 157.037, 160.792, 157.986, 9.76643
0, 0.00000, 11077.1, 11338.7, 11149.4, 0, 155.996, 159.68, 157.014, 9.7449
0, 0.00000, 11193.5, 11455, 11272, 0, 154.948, 158.567, 156.034, 9.7191
0, 0.00000, 11312.1, 11573.4, 11397.1, 0, 153.891, 157.445, 155.048, 9.69339
0, 0.00000, 11433, 11694, 11524.9, 0, 152.826, 156.315, 154.055, 9.66891
0, 0.00000, 11555.9, 11816.7, 11655.2, 0, 151.755, 155.18, 153.059, 9.646
0, 0.00000, 11681.1, 11941.9, 11788.1, 0, 150.677, 154.041, 152.058, 9.62163
0, 0.00000, 11808.6, 12069.4, 11923.7, 0, 149.595, 152.899, 151.054, 9.59702
0, 0.00000, 11938.8, 12199.8, 12062.1, 0, 148.515, 151.762, 150.049, 9.5725
0, 0.00000, 12075.6, 12343.3, 12201.9, 0, 147.483, 150.753, 149.028, 9.43957
0, 0.00000, 12217.3, 12492.8, 12349.6, 0, 146.48, 149.781, 148.067, 9.3567
0, 0.00000, 12372.2, 12646.2, 12509, 0, 145.594, 148.818, 147.211, 9.25963
0, 0.00000, 12532, 12802.1, 12672, 0, 144.738, 147.859, 146.358, 9.12471
0, 0.00000, 12695.2, 12961.3, 12838.9, 0, 143.887, 146.903, 145.517, 9.00124
0, 0.00000, 12862, 13124, 13009.9, 0, 143.039, 145.956, 144.693, 8.89345
0, 0.00000, 13032.3, 13289.9, 13184.5, 0, 142.206, 145.021, 143.877, 8.77163
0, 0.00000, 13206.2, 13459.3, 13363.2, 0, 141.386, 144.099, 143.076, 8.65087
0, 0.00000, 13383.9, 13632.3, 13546, 0, 140.581, 143.194, 142.294, 8.53134
0, 0.00000, 13565.3, 13808.8, 13733, 0, 139.797, 142.31, 141.535, 8.41326
0, 0.00000, 13751.7, 13991, 13924.4, 0, 139.044, 141.467, 140.804, 8.29707
0, 0.00000, 13944.3, 14180.1, 14120.1, 0, 138.343, 140.684, 140.091, 8.16425
0, 0.00000, 14147.1, 14376.1, 14328.7, 0, 137.73, 139.961, 139.5, 8.04985
0, 0.00000, 14355, 14577.2, 14543.8, 0, 137.161, 139.286, 138.968, 7.93731
0, 0.00000, 14567.6, 14782.7, 14764.3, 0, 136.638, 138.657, 138.485, 7.82705
0, 0.00000, 14785.1, 14992.9, 14990.3, 0, 136.164, 138.08, 138.057, 7.71935
0, 0.00000, 15002.4, 15198.5, 15219.1, 0, 135.702, 137.479, 137.664, 7.63036
0, 0.00000, 15215.1, 15400.6, 15446.4, 0, 135.219, 136.87, 137.277, 7.58069
0, 0.00000, 15429.9, 15606.4, 15676.4, 0, 134.784, 136.327, 136.939, 7.54591
0, 0.00000, 15649, 15816, 15911.8, 0, 134.426, 135.863, 136.686, 7.52026
0, 0.00000, 15872.3, 16029.6, 16153, 0, 134.153, 135.484, 136.527, 7.50427
0, 0.00000, 16099.8, 16246.8, 16400.1, 0, 133.97, 135.195, 136.471, 7.50304
0, 0.00000, 16331.6, 16469.1, 16652.7, 0, 133.892, 135.02, 136.526, 7.50716
0, 0.00000, 16567.6, 16694.8, 16911.6, 0, 133.924, 134.954, 136.706, 7.52733
0, 0.00000, 16807.9, 16924.8, 17177, 0, 134.077, 135.01, 137.022, 7.55918
0, 0.00000, 17043.5, 17153.3, 17443.1, 0, 134.294, 135.16, 137.444, 7.60215
0, 0.00000, 17280.4, 17384.3, 17709.8, 0, 134.631, 135.441, 137.977, 7.66206
