hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 13915.2, 14451, 14561.1, 0, 18.1089, 18.8062, 18.9496, 1.04294
0, 0.00000, 14027.9, 14574.9, 14690.7, 0, 19.4403, 20.1984, 20.359, 1.10981
0, 0.00000, 14139.3, 14698, 14819.2, 0, 21.4841, 22.3332, 22.5174, 1.21535
0, 0.00000, 14249.2, 14820.4, 14946.5, 0, 24.0905, 25.0563, 25.2695, 1.35
0, 0.00000, 14357.5, 14941.8, 15072.2, 0, 27.1243, 28.2282, 28.4748, 1.50522
0, 0.00000, 14464.9, 15062.1, 15192.1, 0, 30.4839, 31.7426, 32.0168, 1.66237
0, 0.00000, 14570.5, 15172.8, 15308.5, 0, 34.0922, 35.5018, 35.8192, 1.82561
0, 0.00000, 5191.61, 5427.81, 5167.92, 0, 203.168, 212.416, 202.257, 10.6221
0, 0.00000, 5233.32, 5470.65, 5209.93, 0, 202.579, 211.769, 201.671, 10.5718
0, 0.00000, 5275.68, 5514.15, 5252.52, 0, 201.988, 211.121, 201.099, 10.5493
0, 0.00000, 5318.77, 5558.39, 5295.85, 0, 201.385, 210.46, 200.515, 10.5262
0, 0.00000, 5362.51, 5603.29, 5339.86, 0, 200.77, 209.788, 199.92, 10.5027
0, 0.00000, 5406.89, 5648.84, 5384.53, 0, 200.145, 209.103, 199.315, 10.4787
0, 0.00000, 5452.02, 5695.14, 5429.96, 0, 199.507, 208.406, 198.697, 10.4542
0, 0.00000, 5497.87, 5742.17, 5476.13, 0, 198.856, 207.695, 198.068, 10.4291
0, 0.00000, 5544.41, 5789.92, 5523.03, 0, 198.194, 206.972, 197.427, 10.4035
0, 0.00000, 5591.7, 5838.41, 5570.69, 0, 197.518, 206.235, 196.773, 10.3773
0, 0.00000, 5639.77, 5887.69, 5619.15, 0, 196.828, 205.483, 196.107, 10.3505
0, 0.00000, 5688.59, 5937.73, 5668.39, 0, 196.126, 204.718, 195.427, 10.3232
0, 0.00000, 5738.2, 5988.56, 5718.45, 0, 195.409, 203.937, 194.734, 10.2952
0, 0.00000, 5788.63, 6040.23, 5769.36, 0, 194.678, 203.142, 194.027, 10.2666
0, 0.00000, 5839.91, 6092.77, 5821.15, 0, 193.931, 202.33, 193.306, 10.2374
0, 0.00000, 5892.07, 6146.19, 5873.85, 0, 193.169, 201.502, 192.569, 10.2074
0, 0.00000, 5945.02, 6200.4, 5927.38, 0, 192.392, 200.659, 191.819, 10.1768
0, 0.00000, 5998.9, 6255.56, 5981.87, 0, 191.598, 199.798, 191.052, 10.1454
0, 0.00000, 6053.73, 6311.69, 6037.35, 0, 190.787, 198.919, 190.268, 10.1133
0, 0.00000, 6109.42, 6368.67, 6093.73, 0, 189.96, 198.023, 189.47, 10.0805
0, 0.00000, 6166.1, 6426.66, 6151.14, 0, 189.114, 197.108, 188.653, 10.0468
0, 0.00000, 6246.38, 8356.25, 6061.48, 0, 188.978, 168.748, 183.301, 25.5918
0, 0.00000, 6303.25, 8418.11, 6119.24, 0, 187.979, 168.076, 182.496, 26.2395
0, 0.00000, 6361.51, 8480.7, 6178.31, 0, 187.025, 166.922, 181.644, 26.3219
0, 0.00000, 6420.62, 8543.86, 6238.4, 0, 186.049, 165.748, 180.775, 26.4017
0, 0.00000, 7382.79, 8475.48, 6309.58, 0, 167.376, 162.631, 180.129, 31.5069
0, 0.00000, 8352.06, 8401.82, 6371.15, 0, 157.293, 158.234, 179.254, 30.68
0, 0.00000, 8414.53, 8465.03, 6432.85, 0, 156.097, 157.03, 178.242, 30.6856
0, 0.00000, 8235.43, 8534.46, 8287.96, 0, 150.439, 155.914, 151.392, 8.54279
0, 0.00000, 8297.25, 8597.09, 8352.64, 0, 149.226, 154.618, 150.22, 8.47624
0, 0.00000, 8359.69, 8660.59, 8418.2, 0, 147.984, 153.31, 149.017, 8.42493
0, 0.00000, 8422.89, 8724.89, 8484.66, 0, 146.72, 151.979, 147.793, 8.3725
0, 0.00000, 8486.83, 8789.92, 8551.96, 0, 145.433, 150.626, 146.546, 8.31883
0, 0.00000, 8551.54, 8855.75, 8620.15, 0, 144.124, 149.25, 145.277, 8.26384
0, 0.00000, 8617, 8922.35, 8689.23, 0, 142.791, 147.85, 143.985, 8.20751
0, 0.00000, 8683.28, 8989.79, 8759.26, 0, 141.433, 146.425, 142.668, 8.14976
0, 0.00000, 8750.31, 9058, 8830.18, 0, 140.052, 144.976, 141.327, 8.09062
0, 0.00000, 8818.14, 9127.03, 8902.04, 0, 138.645, 143.501, 139.962, 8.03
0, 0.00000, 8886.8, 9196.92, 8974.88, 0, 137.213, 142, 138.57, 7.96784
0, 0.00000, 8956.24, 9267.62, 9048.65, 0, 135.755, 140.473, 137.153, 7.90414
0, 0.00000, 9026.33, 9338.99, 9123.23, 0, 134.273, 138.923, 135.712, 7.83898
0, 0.00000, 9097.44, 9411.42, 9199.02, 0, 132.76, 137.341, 134.24, 7.77198
0, 0.00000, 9169.42, 9484.74, 9275.83, 0, 131.218, 135.73, 132.739, 7.70323
0, 0.00000, 9242.1, 9558.8, 9353.53, 0, 129.651, 134.093, 131.212, 7.63285
0, 0.00000, 9315.67, 9633.78, 9432.3, 0, 128.054, 132.425, 129.655, 7.56061
0, 0.00000, 9390.26, 9709.82, 9512.3, 0, 126.423, 130.724, 128.064, 7.48633
0, 0.00000, 9465.37, 9786.42, 9593, 0, 124.769, 129, 126.449, 7.41044
0, 0.00000, 9541.44, 9864.03, 9674.87, 0, 123.081, 127.242, 124.801, 7.33247
0, 0.00000, 9618.54, 9942.71, 9758, 0, 121.359, 125.448, 123.116, 7.25227
0, 0.00000, 9696.17, 10022, 9841.86, 0, 119.611, 123.629, 121.406, 7.17031
0, 0.00000, 9774.94, 10102.4, 9927.11, 0, 117.824, 121.771, 119.657, 7.08588
0, 0.00000, 9854.32, 10183.5, 10013.2, 0, 116.01, 119.885, 117.879, 6.99948
0, 0.00000, 9934.6, 10265.6, 10100.4, 0, 114.161, 117.963, 116.065, 6.91075
0, 0.00000, 10016, 10348.8, 10189, 0, 112.271, 116.002, 114.21, 6.81939
0, 0.00000, 10097.9, 10432.6, 10278.4, 0, 110.354, 114.011, 112.325, 6.72592
0, 0.00000, 10180.8, 10517.5, 10369.1, 0, 108.398, 111.982, 110.401, 6.62983
0, 0.00000, 10264.6, 10603.6, 10460.8, 0, 106.406, 109.92, 108.439, 6.52889
0, 0.00000, 10349.3, 10690.8, 10553.7, 0, 104.375, 107.819, 106.436, 6.42517
0, 0.00000, 10434.7, 10778.8, 10647.7, 0, 102.31, 105.683, 104.397, 6.3196
0, 0.00000, 10520.8, 10867.6, 10742.8, 0, 100.208, 103.51, 102.321, 6.21201
0, 0.00000, 10607.9, 10957.4, 10839.1, 0, 98.0662, 101.297, 100.203, 6.10153
0, 0.00000, 10695.8, 11048.3, 10936.6, 0, 95.8822, 99.0413, 98.0405, 5.98791
0, 0.00000, 10784.4, 11139.8, 11035.1, 0, 93.6632, 96.7499, 95.8405, 5.87148
0, 0.00000, 10873.8, 11232.4, 11134.9, 0, 91.4012, 94.4149, 93.5952, 5.75177
0, 0.00000, 10964.1, 11325.9, 11235.8, 0, 89.0992, 92.0393, 91.3064, 5.62801
0, 0.00000, 11055.1, 11420.3, 11337.6, 0, 86.7602, 89.6262, 88.9775, 5.50065
0, 0.00000, 11146.8, 11515.5, 11440.6, 0, 84.3789, 87.17, 86.6031, 5.36989
0, 0.00000, 11240.4, 11611.4, 11544.9, 0, 81.9641, 84.6698, 84.1852, 5.2295
0, 0.00000, 11336.4, 11707.5, 11650.5, 0, 79.5189, 82.1247, 81.7241, 5.07646
0, 0.00000, 11433.6, 11804.4, 11757.2, 0, 77.0329, 79.534, 79.2158, 4.9166
0, 0.00000, 11531.5, 11901.9, 11865, 0, 74.5091, 76.9049, 76.666, 4.75368
0, 0.00000, 11630.2, 12000, 11973.7, 0, 71.9454, 74.2359, 74.073, 4.58813
0, 0.00000, 11729.6, 12098.9, 12083.6, 0, 69.3375, 71.5231, 71.4324, 4.41998
0, 0.00000, 11829.6, 12198.3, 12194.3, 0, 66.6927, 68.7742, 68.7515, 4.24973
0, 0.00000, 11931, 12306.8, 12308.3, 0, 64.0117, 66.0286, 66.0382, 4.07777
0, 0.00000, 12035.1, 12423.6, 12426.3, 0, 61.3051, 63.2813, 63.3005, 3.90461
0, 0.00000, 12142.8, 12541.9, 12548.5, 0, 58.5758, 60.4981, 60.5343, 3.72954
0, 0.00000, 12253, 12660.7, 12672.6, 0, 55.8205, 57.6766, 57.7338, 3.54998
0, 0.00000, 12367, 12779.5, 12798, 0, 53.048, 54.8179, 54.8998, 3.35708
0, 0.00000, 12481.6, 12899, 12924.4, 0, 50.2486, 51.9297, 52.034, 3.1622
0, 0.00000, 12596.6, 13019.2, 13051.6, 0, 47.4278, 49.0198, 49.1435, 2.96784
0, 0.00000, 12711.9, 13140.1, 13179.5, 0, 44.5949, 46.0977, 46.2376, 2.77461
0, 0.00000, 12827.6, 13261.7, 13308.2, 0, 41.76, 43.1738, 43.3267, 2.58316
0, 0.00000, 12943.4, 13383.8, 13437.4, 0, 38.9403, 40.2656, 40.4285, 2.39456
0, 0.00000, 13059.4, 13506.3, 13567.2, 0, 36.1558, 37.3938, 37.5636, 2.21002
0, 0.00000, 13175.3, 13629.3, 13697.3, 0, 33.4367, 34.5891, 34.7631, 2.03135
0, 0.00000, 13291.2, 13752.5, 13827.8, 0, 30.8205, 31.8907, 32.0664, 1.86078
0, 0.00000, 13406.9, 13876, 13958.5, 0, 28.3615, 29.3543, 29.5298, 1.70145
0, 0.00000, 13523.6, 14003.8, 14092.3, 0, 26.1347, 27.0626, 27.2338, 1.55599
0, 0.00000, 13641.6, 14133.8, 14226.4, 0, 24.2307, 25.1048, 25.2697, 1.43216
0, 0.00000, 13762, 14263.7, 14363.1, 0, 22.7666, 23.5967, 23.7613, 1.33512
0, 0.00000, 13882.2, 14393.6, 14500.1, 0, 21.8607, 22.6661, 22.8339, 1.27155
0, 0.00000, 14001.5, 14523.1, 14636.4, 0, 21.6192, 22.4247, 22.5998, 1.24694
0, 0.00000, 14120.1, 14652.5, 14772.4, 0, 22.1004, 22.9337, 23.1215, 1.26359
0, 0.00000, 14237.5, 14781.3, 14907.4, 0, 23.2934, 24.1832, 24.3897, 1.31982
0, 0.00000, 14353.6, 14909.5, 15041.4, 0, 25.1289, 26.1021, 26.3332, 1.41054
0, 0.00000, 14469.1, 15036.9, 15171.1, 0, 27.5084, 28.588, 28.8434, 1.52058
0, 0.00000, 14583.3, 15157.2, 15296.4, 0, 30.3296, 31.5235, 31.813, 1.6463
0, 0.00000, 14696, 15268.7, 15421.1, 0, 33.504, 34.8103, 35.1575, 1.78724
0, 0.00000, 14805.2, 15378, 15543.2, 0, 36.9568, 38.3868, 38.7993, 1.93533
0, 0.00000, 5204.36, 5440.47, 5179.5, 0, 203.799, 213.048, 202.841, 10.6537
0, 0.00000, 5246.34, 5483.57, 5221.76, 0, 203.221, 212.412, 202.266, 10.605
0, 0.00000, 5289.09, 5527.45, 5264.71, 0, 202.638, 211.772, 201.701, 10.583
0, 0.00000, 5332.49, 5571.98, 5308.32, 0, 202.044, 211.121, 201.127, 10.5605
0, 0.00000, 5376.52, 5617.17, 5352.59, 0, 201.441, 210.459, 200.542, 10.5376
0, 0.00000, 5421.33, 5663.14, 5397.66, 0, 200.824, 209.784, 199.945, 10.5141
0, 0.00000, 5466.8, 5709.77, 5443.41, 0, 200.196, 209.097, 199.337, 10.4901
0, 0.00000, 5512.96, 5757.1, 5489.86, 0, 199.557, 208.397, 198.719, 10.4657
0, 0.00000, 5559.94, 5805.27, 5537.16, 0, 198.904, 207.683, 198.087, 10.4407
0, 0.00000, 5607.63, 5854.14, 5585.18, 0, 198.24, 206.957, 197.444, 10.4151
0, 0.00000, 5656.09, 5903.81, 5634.01, 0, 197.562, 206.217, 196.788, 10.389
0, 0.00000, 5705.37, 5954.29, 5683.68, 0, 196.87, 205.462, 196.119, 10.3623
0, 0.00000, 5755.43, 6005.57, 5734.15, 0, 196.165, 204.693, 195.437, 10.335
0, 0.00000, 5806.35, 6057.71, 5785.52, 0, 195.445, 203.908, 194.741, 10.3071
0, 0.00000, 5858.05, 6110.65, 5837.69, 0, 194.711, 203.109, 194.032, 10.2786
0, 0.00000, 5910.71, 6164.55, 5890.85, 0, 193.961, 202.293, 193.307, 10.2494
0, 0.00000, 5964.18, 6219.28, 5944.87, 0, 193.197, 201.462, 192.568, 10.2195
0, 0.00000, 6018.6, 6274.96, 5999.86, 0, 192.415, 200.613, 191.814, 10.1889
0, 0.00000, 6073.93, 6331.55, 6055.79, 0, 191.618, 199.748, 191.044, 10.1576
0, 0.00000, 6130.21, 6389.12, 6112.73, 0, 190.804, 198.865, 190.257, 10.1255
0, 0.00000, 6187.48, 6447.68, 6170.68, 0, 189.972, 197.963, 189.454, 10.0927
0, 0.00000, 6269.13, 8387.74, 6079.7, 0, 189.836, 170.033, 184.099, 26.3719
0, 0.00000, 6327.01, 8450.17, 6138.11, 0, 188.901, 168.906, 183.266, 26.4773
0, 0.00000, 6385.92, 8513.53, 6197.74, 0, 187.961, 167.763, 182.427, 26.5626
0, 0.00000, 6445.66, 8577.34, 6258.4, 0, 186.998, 166.597, 181.571, 26.6464
0, 0.00000, 8326.47, 8370.27, 6332.1, 0, 159.364, 160.206, 181.055, 30.8113
0, 0.00000, 8389.1, 8433.44, 6393.39, 0, 158.2, 159.031, 180.079, 30.8243
0, 0.00000, 8452.54, 8497.2, 6455.66, 0, 157.008, 157.833, 179.107, 30.9086
0, 0.00000, 8270.8, 8568.8, 8321.42, 0, 151.292, 156.76, 152.203, 8.60774
0, 0.00000, 8333.54, 8632.17, 8386.93, 0, 150.085, 155.463, 151.044, 8.53439
0, 0.00000, 8396.66, 8696.32, 8453.16, 0, 148.855, 154.167, 149.854, 8.48401
0, 0.00000, 8460.89, 8761.6, 8520.63, 0, 147.597, 152.842, 148.637, 8.43239
0, 0.00000, 8525.73, 8827.5, 8588.83, 0, 146.32, 151.498, 147.4, 8.37964
0, 0.00000, 8591.1, 8893.94, 8657.67, 0, 145.025, 150.136, 146.146, 8.32582
0, 0.00000, 8657.65, 8961.59, 8727.83, 0, 143.699, 148.743, 144.861, 8.27035
0, 0.00000, 8724.9, 9029.96, 8798.83, 0, 142.351, 147.327, 143.555, 8.21359
0, 0.00000, 8792.75, 9098.94, 8870.56, 0, 140.983, 145.892, 142.228, 8.15561
0, 0.00000, 8861.78, 9169.13, 8943.63, 0, 139.583, 144.423, 140.87, 8.09586
0, 0.00000, 8931.52, 9240.06, 9017.56, 0, 138.16, 142.932, 139.488, 8.03472
0, 0.00000, 9001.85, 9311.6, 9092.22, 0, 136.716, 141.419, 138.086, 7.97226
0, 0.00000, 9073.3, 9384.28, 9168.18, 0, 135.24, 139.874, 136.651, 7.90796
0, 0.00000, 9145.4, 9457.64, 9244.94, 0, 133.74, 138.305, 135.194, 7.84221
0, 0.00000, 9218.61, 9532.15, 9323.02, 0, 132.208, 136.703, 133.703, 7.77454
0, 0.00000, 9292.48, 9607.35, 9401.92, 0, 130.652, 135.077, 132.188, 7.70532
0, 0.00000, 9367.15, 9683.37, 9481.81, 0, 129.068, 133.424, 130.645, 7.63438
0, 0.00000, 9443, 9760.63, 9563.09, 0, 127.448, 131.734, 129.067, 7.56131
0, 0.00000, 9519.3, 9838.36, 9645, 0, 125.808, 130.024, 127.467, 7.48676
0, 0.00000, 9596.93, 9917.47, 9728.49, 0, 124.127, 128.272, 125.827, 7.40981
0, 0.00000, 9675.16, 9997.21, 9812.76, 0, 122.422, 126.496, 124.161, 7.33115
0, 0.00000, 9754.28, 10077.9, 9898.16, 0, 120.684, 124.687, 122.463, 7.2504
0, 0.00000, 9834.3, 10159.5, 9984.7, 0, 118.914, 122.846, 120.731, 7.16752
0, 0.00000, 9915.45, 10242.4, 10072.6, 0, 117.106, 120.966, 118.961, 7.08219
0, 0.00000, 9997.23, 10325.9, 10161.4, 0, 115.269, 119.058, 117.161, 6.99487
0, 0.00000, 10080, 10410.5, 10251.5, 0, 113.396, 117.113, 115.324, 6.90508
0, 0.00000, 10163.6, 10495.9, 10342.6, 0, 111.491, 115.136, 113.454, 6.81307
0, 0.00000, 10248.2, 10582.5, 10435.1, 0, 109.548, 113.121, 111.544, 6.71754
0, 0.00000, 10333.7, 10670.4, 10528.6, 0, 107.569, 111.072, 109.597, 6.61787
0, 0.00000, 10420, 10759, 10623.2, 0, 105.557, 108.99, 107.614, 6.5159
0, 0.00000, 10507.2, 10848.8, 10719.1, 0, 103.506, 106.87, 105.593, 6.41237
0, 0.00000, 10595.2, 10939.4, 10816.2, 0, 101.418, 104.712, 103.533, 6.30633
0, 0.00000, 10684.2, 11031.1, 10914.6, 0, 99.2908, 102.514, 101.431, 6.1974
0, 0.00000, 10774.1, 11123.9, 11014.2, 0, 97.1228, 100.275, 99.287, 6.08544
0, 0.00000, 10864.6, 11217.4, 11114.9, 0, 94.9214, 98.0027, 97.1072, 5.97078
0, 0.00000, 10956.1, 11311.9, 11216.8, 0, 92.6779, 95.6874, 94.8827, 5.85257
0, 0.00000, 11048.5, 11407.6, 11319.9, 0, 90.3958, 93.3331, 92.6163, 5.73016
0, 0.00000, 11141.7, 11504.1, 11424.2, 0, 88.0758, 90.9403, 90.309, 5.60463
0, 0.00000, 11236.1, 11601.4, 11529.7, 0, 85.7184, 88.5051, 87.9585, 5.47305
0, 0.00000, 11332.9, 11699.1, 11636.6, 0, 83.3332, 86.0277, 85.5676, 5.32938
0, 0.00000, 11431.7, 11797.4, 11744.8, 0, 80.9158, 83.5076, 83.1345, 5.17547
0, 0.00000, 11531.3, 11896.5, 11854.2, 0, 78.4583, 80.9459, 80.6574, 5.01725
0, 0.00000, 11631.8, 11996.3, 11964.6, 0, 75.9642, 78.3474, 78.1403, 4.85648
0, 0.00000, 11733.1, 12096.9, 12076.3, 0, 73.4289, 75.7082, 75.579, 4.69327
0, 0.00000, 11835.2, 12198.2, 12189, 0, 70.8565, 73.0326, 72.9775, 4.52798
0, 0.00000, 11939, 12308.7, 12304.7, 0, 68.2559, 70.3709, 70.3498, 4.35854
0, 0.00000, 12045.4, 12427.6, 12424.9, 0, 65.6274, 67.7071, 67.6978, 4.18924
0, 0.00000, 12155.9, 12548.2, 12549.6, 0, 62.985, 65.0146, 65.0265, 4.01874
0, 0.00000, 12269.5, 12669.3, 12676.4, 0, 60.3192, 62.2839, 62.3219, 3.84151
0, 0.00000, 12386.4, 12790.5, 12804.5, 0, 57.6383, 59.5201, 59.5875, 3.65231
0, 0.00000, 12504, 12912.7, 12933.8, 0, 54.9325, 56.7292, 56.8239, 3.46137
0, 0.00000, 12622.2, 13035.8, 13064, 0, 52.2075, 53.9192, 54.0382, 3.27104
0, 0.00000, 12740.9, 13159.7, 13195.3, 0, 49.4712, 51.0981, 51.2382, 3.08183
0, 0.00000, 12860.1, 13284.4, 13327.3, 0, 46.7351, 48.2778, 48.4359, 2.89447
0, 0.00000, 12979.6, 13409.7, 13460.2, 0, 44.0129, 45.4721, 45.6451, 2.70981
0, 0.00000, 13099.4, 13535.7, 13593.8, 0, 41.3221, 42.6992, 42.884, 2.52892
0, 0.00000, 13219.3, 13662.3, 13728, 0, 38.6879, 39.9847, 40.1785, 2.3533
0, 0.00000, 13339.4, 13789.3, 13862.7, 0, 36.141, 37.3604, 37.5607, 2.18477
0, 0.00000, 13459.4, 13917.1, 13998.2, 0, 33.7217, 34.8688, 35.0734, 2.02564
0, 0.00000, 13581.9, 14050.7, 14137.2, 0, 31.4898, 32.5765, 32.7775, 1.87688
0, 0.00000, 13705.8, 14185.2, 14277.4, 0, 29.506, 30.5381, 30.7368, 1.7457
0, 0.00000, 13831.8, 14319.9, 14420, 0, 27.8533, 28.8362, 29.038, 1.63499
0, 0.00000, 13957.5, 14454.7, 14562.6, 0, 26.6173, 27.5656, 27.7716, 1.54976
0, 0.00000, 14082.5, 14589.4, 14705, 0, 25.8899, 26.8219, 27.0345, 1.49479
0, 0.00000, 14206.7, 14723.9, 14846.9, 0, 25.7459, 26.6833, 26.9063, 1.47365
0, 0.00000, 14330.3, 14858.5, 14988.6, 0, 26.2281, 27.1948, 27.4331, 1.4878
0, 0.00000, 14453, 14992.4, 15128.2, 0, 27.3339, 28.3541, 28.6111, 1.5328
0, 0.00000, 14575.5, 15123.9, 15261.7, 0, 29.0232, 30.1156, 30.3899, 1.59628
0, 0.00000, 14696.3, 15242.1, 15395.2, 0, 31.2259, 32.3861, 32.7113, 1.6906
0, 0.00000, 14814, 15358.3, 15526.6, 0, 33.8637, 35.1083, 35.493, 1.80316
0, 0.00000, 14926.9, 15472.4, 15654, 0, 36.8597, 38.207, 38.6555, 1.92911
0, 0.00000, 15038.2, 15585.1, 15779.4, 0, 40.1581, 41.6188, 42.1375, 2.06259
0, 0.00000, 5216.86, 5452.85, 5190.82, 0, 204.442, 213.694, 203.437, 10.6861
0, 0.00000, 5259.15, 5496.25, 5233.35, 0, 203.875, 213.069, 202.872, 10.6387
0, 0.00000, 5302.2, 5540.43, 5276.58, 0, 203.302, 212.439, 202.317, 10.6173
0, 0.00000, 5345.94, 5585.31, 5320.52, 0, 202.718, 211.798, 201.752, 10.5954
0, 0.00000, 5390.36, 5630.86, 5365.14, 0, 202.124, 211.145, 201.176, 10.573
0, 0.00000, 5435.43, 5677.08, 5410.44, 0, 201.519, 210.481, 200.59, 10.5501
0, 0.00000, 5481.29, 5724.09, 5456.54, 0, 200.902, 209.804, 199.992, 10.5268
0, 0.00000, 5527.86, 5771.83, 5503.37, 0, 200.273, 209.114, 199.383, 10.5029
0, 0.00000, 5575.17, 5820.31, 5550.97, 0, 199.632, 208.412, 198.763, 10.4786
0, 0.00000, 5623.29, 5869.61, 5599.4, 0, 198.978, 207.696, 198.13, 10.4537
0, 0.00000, 5672.16, 5919.66, 5648.59, 0, 198.312, 206.967, 197.485, 10.4282
0, 0.00000, 5721.83, 5970.53, 5698.63, 0, 197.632, 206.224, 196.828, 10.4023
0, 0.00000, 5772.35, 6022.25, 5749.52, 0, 196.939, 205.467, 196.157, 10.3757
0, 0.00000, 5823.71, 6074.82, 5801.29, 0, 196.231, 204.695, 195.473, 10.3485
0, 0.00000, 5875.9, 6128.23, 5853.91, 0, 195.51, 203.908, 194.776, 10.3207
0, 0.00000, 5929.02, 6182.58, 5907.5, 0, 194.773, 203.105, 194.064, 10.2922
0, 0.00000, 5983.03, 6237.83, 5962.01, 0, 194.021, 202.286, 193.337, 10.2631
0, 0.00000, 6037.96, 6294, 6017.47, 0, 193.254, 201.451, 192.596, 10.2333
0, 0.00000, 6093.85, 6351.14, 6073.93, 0, 192.471, 200.599, 191.839, 10.2028
0, 0.00000, 6150.67, 6409.22, 6131.35, 0, 191.671, 199.73, 191.066, 10.1716
0, 0.00000, 6208.68, 6468.5, 6190.01, 0, 190.852, 198.84, 190.275, 10.1396
0, 0.00000, 6291.79, 8418.92, 6097.46, 0, 190.781, 170.883, 184.883, 26.5593
0, 0.00000, 6350.5, 8482.11, 6156.6, 0, 189.849, 169.765, 184.057, 26.7162
0, 0.00000, 6410.08, 8546.19, 6216.82, 0, 188.922, 168.631, 183.231, 26.8058
0, 0.00000, 6470.48, 8610.75, 6278.06, 0, 187.974, 167.475, 182.39, 26.8942
0, 0.00000, 8362.56, 8400.61, 6353.18, 0, 160.289, 161.023, 181.926, 31.0378
0, 0.00000, 8426.31, 8464.84, 6415.38, 0, 159.13, 159.853, 180.957, 31.0453
0, 0.00000, 8489, 8529.49, 6489.61, 0, 157.924, 158.668, 179.837, 30.9719
0, 0.00000, 8306.12, 8602.7, 8354.57, 0, 152.17, 157.614, 153.06, 8.65765
0, 0.00000, 8369.74, 8667.13, 8421.06, 0, 150.977, 156.34, 151.899, 8.5941
0, 0.00000, 8433.78, 8732.16, 8488.19, 0, 149.756, 155.053, 150.719, 8.54479
0, 0.00000, 8498.66, 8798.05, 8556.29, 0, 148.512, 153.743, 149.516, 8.49434
0, 0.00000, 8564.29, 8864.7, 8625.26, 0, 147.248, 152.411, 148.293, 8.44269
0, 0.00000, 8630.91, 8932.36, 8695.36, 0, 145.957, 151.053, 147.044, 8.38962
0, 0.00000, 8698.1, 9000.6, 8766.14, 0, 144.647, 149.677, 145.776, 8.33545
0, 0.00000, 8766.4, 9069.97, 8838.19, 0, 143.309, 148.271, 144.48, 8.2797
0, 0.00000, 8835.38, 9140.05, 8911.05, 0, 141.95, 146.843, 143.162, 8.2227
0, 0.00000, 8905.25, 9211.02, 8984.95, 0, 140.565, 145.39, 141.82, 8.16424
0, 0.00000, 8975.88, 9282.79, 9059.76, 0, 139.156, 143.913, 140.454, 8.10438
0, 0.00000, 9047.45, 9355.51, 9135.66, 0, 137.721, 142.409, 139.061, 8.04295
0, 0.00000, 9120.09, 9429.35, 9212.83, 0, 136.255, 140.874, 137.638, 7.97977
0, 0.00000, 9193.4, 9503.87, 9290.82, 0, 134.766, 139.316, 136.192, 7.91517
0, 0.00000, 9267.51, 9579.22, 9369.79, 0, 133.252, 137.733, 134.72, 7.849
0, 0.00000, 9342.8, 9655.77, 9450.13, 0, 131.704, 136.115, 133.215, 7.78086
0, 0.00000, 9418.83, 9733.11, 9531.4, 0, 130.131, 134.472, 131.684, 7.71111
0, 0.00000, 9495.69, 9811.31, 9613.7, 0, 128.53, 132.801, 130.125, 7.63962
0, 0.00000, 9573.46, 9890.45, 9697.11, 0, 126.899, 131.1, 128.536, 7.56628
0, 0.00000, 9652.17, 9970.59, 9781.69, 0, 125.237, 129.368, 126.916, 7.49098
0, 0.00000, 9731.86, 10051.7, 9867.47, 0, 123.544, 127.604, 125.264, 7.41366
0, 0.00000, 9812.53, 10133.9, 9954.48, 0, 121.818, 125.807, 123.578, 7.33425
0, 0.00000, 9894.17, 10217.1, 10042.7, 0, 120.059, 123.977, 121.859, 7.2527
0, 0.00000, 9976.54, 10301.1, 10131.9, 0, 118.271, 122.118, 120.111, 7.1692
0, 0.00000, 10060, 10386.2, 10222.4, 0, 116.447, 120.223, 118.326, 7.08331
0, 0.00000, 10144.3, 10472.2, 10314, 0, 114.592, 118.296, 116.508, 6.99526
0, 0.00000, 10229.6, 10559.4, 10407.1, 0, 112.699, 116.33, 114.652, 6.9047
0, 0.00000, 10315.9, 10647.7, 10501.1, 0, 110.774, 114.336, 112.762, 6.80993
0, 0.00000, 10403.1, 10737.2, 10596.4, 0, 108.813, 112.306, 110.834, 6.71197
0, 0.00000, 10491.1, 10827.6, 10692.9, 0, 106.817, 110.242, 108.871, 6.61208
0, 0.00000, 10580.1, 10919.1, 10790.8, 0, 104.785, 108.141, 106.87, 6.51051
0, 0.00000, 10670.2, 11011.7, 10890, 0, 102.713, 106, 104.828, 6.40621
0, 0.00000, 10760.9, 11105.1, 10990.3, 0, 100.607, 103.825, 102.751, 6.2993
0, 0.00000, 10852.8, 11199.7, 11092, 0, 98.4613, 101.609, 100.631, 6.18939
0, 0.00000, 10945.4, 11295.3, 11194.9, 0, 96.2786, 99.3557, 98.473, 6.07665
0, 0.00000, 11039, 11391.9, 11299, 0, 94.0591, 97.066, 96.2747, 5.95978
0, 0.00000, 11133.5, 11489.6, 11404.5, 0, 91.8002, 94.7362, 94.0343, 5.83951
0, 0.00000, 11228.9, 11588.3, 11511.2, 0, 89.5036, 92.3683, 91.7536, 5.71618
0, 0.00000, 11326.3, 11687.6, 11619.2, 0, 87.1795, 89.9609, 89.4347, 5.58273
0, 0.00000, 11426.4, 11787.3, 11728.8, 0, 84.8285, 87.5106, 87.0755, 5.43586
